timestamp,ground_truth,markers,range,filtered
1724751469.7196803,0.0004036518942447387,,,
1724751469.7264037,,,,0.0007151309373070163
1724751469.727465,,-0.0032072530353700686,,
1724751469.7539847,0.00038103979832015966,,,
1724751469.7620606,,-0.0032072530353700686,,
1724751469.7882116,0.0003720396011512861,,,
1724751469.7913198,,,0.0017203737420113986,
1724751469.7963068,,-0.0032072530353700686,,
1724751469.822312,0.00037275688365845383,,,
1724751469.8266258,,,,-0.0004921953100870001
1724751469.832112,,-0.0032072530353700686,,
1724751469.8567472,0.00035940451973281995,,,
1724751469.8655076,,-0.0032072530353700686,,
1724751469.8911626,0.00035698342784140635,,,
1724751469.8939562,,,-0.0024149909785625232,
1724751469.8997939,,-0.0032072530353700686,,
1724751469.9266489,0.0003386816794135328,,,
1724751469.927087,,,,-0.002448388180316701
1724751469.9313006,,-0.0032072530353700686,,
1724751469.9607852,0.0003526825636281927,,,
1724751469.9657032,,-0.0032072530353700686,,
1724751469.9937353,,,-0.00454549542035219,
1724751469.9942348,0.0003294625141299079,,,
1724751469.9988048,,-0.0032072530353700686,,
1724751470.0266728,,,,-0.00368156788032008
1724751470.0283244,0.0003375394832021428,,,
1724751470.0337799,,-0.0032072530353700686,,
1724751470.0645986,,-0.0032072530353700686,,
1724751470.0664926,0.00032379145209926463,,,
1724751470.093648,,,-0.00041650065156573804,
1724751470.0982988,,-0.0032072530353700686,,
1724751470.0998025,0.00032202944528325617,,,
1724751470.1267595,,,,-0.002143272506107798
1724751470.1333032,,-0.0032072530353700686,,
1724751470.1349757,0.0003316647586846244,,,
1724751470.1658518,0.00030674523799500975,,,
1724751470.1697638,,-0.0032072530353700686,,
1724751470.1956103,,,0.005307880536664809,
1724751470.2017512,,-0.0032072530353700686,,
1724751470.2026968,0.0003229386797700684,,,
1724751470.2263486,,,,0.000541077379967175
1724751470.2346303,,-0.0032072530353700686,,
1724751470.2355835,0.00029579914658928175,,,
1724751470.2679865,,-0.0032072530353700686,,
1724751470.2689028,0.00031565036107039646,,,
1724751470.2965014,,,-0.0016143176341329572,
1724751470.3008058,,-0.0032072530353700686,,
1724751470.3026857,0.00029344666074049286,,,
1724751470.3267899,,,,-0.0019262767259318678
1724751470.3360767,,-0.0032072530353700686,,
1724751470.3381538,0.0002937025066085397,,,
1724751470.3672824,,-0.0032072530353700686,,
1724751470.3727417,0.00029070282981802364,,,
1724751470.3978674,,,0.0014640470756503618,
1724751470.403707,,-0.0032072530353700686,,
1724751470.4063666,0.00027999733251071746,,,
1724751470.4266672,,,,-0.0010475570936521637
1724751470.436311,,-0.0032072530353700686,,
1724751470.4407027,0.0002870794801044241,,,
1724751470.4695685,,-0.0032072530353700686,,
1724751470.4752967,0.00028921817506599723,,,
1724751470.497899,,,0.00016550000475103478,
1724751470.505492,,-0.0032072530353700686,,
1724751470.509363,0.0002682140897940499,,,
1724751470.5265143,,,,-0.001445601403082836
1724751470.539403,,-0.0032072530353700686,,
1724751470.5447662,0.0002830606384751633,,,
1724751470.571693,,-0.0032072530353700686,,
1724751470.5786374,0.00026600323122139,,,
1724751470.599657,,,0.0026572241900350837,
1724751470.6066408,,-0.0032072530353700686,,
1724751470.6133287,0.00026314465756538397,,,
1724751470.626336,,,,-0.0004609304970058939
1724751470.6374369,,-0.0032072530353700686,,
1724751470.6469617,0.0002701485320200092,,,
1724751470.6718366,,-0.0032072530353700686,,
1724751470.6813388,0.0002567675100353384,,,
1724751470.7004979,,,-0.003049109775858221,
1724751470.704149,,-0.0032072530353700686,,
1724751470.7153194,0.0002671590806668789,,,
1724751470.726347,,,,-0.00270334558540517
1724751470.738715,,-0.0032072530353700686,,
1724751470.7494428,0.00023791242205550844,,,
1724751470.7707696,,-0.0032072530353700686,,
1724751470.7840476,0.00024771344099061565,,,
1724751470.8008463,,,-0.001681877402560629,
1724751470.8058047,,-0.0032072530353700686,,
1724751470.8181362,0.0002423272259290954,,,
1724751470.826456,,,,-0.002508061997194227
1724751470.8391206,,-0.0032072530353700686,,
1724751470.8527558,0.0002314942474406223,,,
1724751470.8748674,,-0.0032072530353700686,,
1724751470.886319,0.00024687270075407497,,,
1724751470.901605,,,-0.00043351179610585244,
1724751470.9072008,,-0.0032072530353700686,,
1724751470.9205043,0.0002276132962286681,,,
1724751470.926342,,,,-0.0019454517373358174
1724751470.9402971,,-0.0032072530353700686,,
1724751470.9547276,0.00024222010046326403,,,
1724751470.973224,,-0.0032072530353700686,,
1724751470.9893854,0.00021463629387241667,,,
1724751471.0022564,,,-0.0037582622656495987,
1724751471.0060925,,-0.0032072530353700686,,
1724751471.023528,0.00022046465752367794,,,
1724751471.0264604,,,,-0.0032521791754505937
1724751471.0435834,,-0.0032072530353700686,,
1724751471.0577693,0.00021857840989802924,,,
1724751471.0736167,,-0.0032072530353700686,,
1724751471.0932746,0.0002045452140775339,,,
1724751471.1038225,,,-0.00837988825212279,
1724751471.1093376,,-0.0032072530353700686,,
1724751471.1265106,,,,-0.005425257934849733
1724751471.1268728,0.00021597612713808445,,,
1724751471.1442332,,-0.0032072530353700686,,
1724751471.161379,0.00018645212200407713,,,
1724751471.1790686,,-0.0032072530353700686,,
1724751471.1955268,0.00019165141896415605,,,
1724751471.2049437,,,0.0074548498428528825,
1724751471.210379,,-0.0032072530353700686,,
1724751471.2263842,,,,0.0008946633291076252
1724751471.2297077,0.00019370817574326793,,,
1724751471.244463,,-0.0032072530353700686,,
1724751471.2646546,0.00018222907337328564,,,
1724751471.2776585,,-0.0032072530353700686,,
1724751471.298828,0.00017671002865071728,,,
1724751471.307008,,,0.0011995019042753627,
1724751471.3115354,,-0.0032072530353700686,,
1724751471.326285,,,,-0.0006671703077677212
1724751471.3335457,0.00018045267830935074,,,
1724751471.3441355,,-0.0032072530353700686,,
1724751471.3679814,9.521842007398362e-05,,,
1724751471.3798788,,-0.0032072530353700686,,
1724751471.4022262,-0.00013443300455673324,,,
1724751471.4076254,,,-0.00015522937109081674,
1724751471.412455,,0.019760915322307192,,
1724751471.4269526,,,,0.008190226649821292
1724751471.4365015,-0.0009863035674975151,,,
1724751471.4480433,,-0.008614192627570842,,
1724751471.471577,-0.001832720520537734,,,
1724751471.4768367,,-0.03432907934342027,,
1724751471.5055838,-0.0025580778435339013,,,
1724751471.5084574,,,-0.0034936262056898767,
1724751471.5141063,,-0.008491402231780921,,
1724751471.5268881,,,,-0.0036450825804482325
1724751471.539653,-0.003256631289186629,,,
1724751471.5452213,,-0.02330363254614438,,
1724751471.5745194,-0.0038954876953232187,,,
1724751471.5796454,,-0.03426604125290791,,
1724751471.6078627,-0.004501660419163223,,,
1724751471.609532,,,0.003447685385948714,
1724751471.6131601,,0.0006940732129232716,,
1724751471.626671,,,,0.0011391260638785575
1724751471.641897,-0.005177032960209438,,,
1724751471.6452887,,-0.008420093584098082,,
1724751471.675634,-0.006009540412815539,,,
1724751471.6888874,,-0.02351628038456359,,
1724751471.7092645,,,-0.0041411324759445586,
1724751471.7126663,,-0.020150868372915333,,
1724751471.7144258,-0.00685590495451649,,,
1724751471.726507,,,,-0.010049923975452433
1724751471.7459912,,-0.035126858708160534,,
1724751471.749184,-0.007491794534680629,,,
1724751471.7807183,,-0.035044158999850576,,
1724751471.782631,-0.008218971047234014,,,
1724751471.8098905,,,-0.003916489354553618,
1724751471.814658,,-0.017364106206382127,,
1724751471.817288,-0.00877095994988597,,,
1724751471.8264377,,,,-0.010683591448625615
1724751471.8494396,,-0.017364106206382127,,
1724751471.8509738,-0.009269652401786566,,,
1724751471.8825774,,-0.028667480186073332,,
1724751471.8843074,-0.009340868205320874,,,
1724751471.911661,,,-0.017380856096064313,
1724751471.914808,,-0.028667480186073332,,
1724751471.9163096,-0.009153036231401401,,,
1724751471.926314,,,,-0.02123704742198737
1724751471.949799,,-0.028684616155218605,,
1724751471.9515834,-0.009035218445680115,,,
1724751471.9829853,,-0.017364106206382127,,
1724751471.9852586,-0.009164921121934455,,,
1724751472.0135615,,,-0.005818698590600499,
1724751472.0186012,,-0.028667480186073332,,
1724751472.0205765,-0.009493101951340677,,,
1724751472.0265667,,,,-0.018136924554301524
1724751472.053556,-0.009660273067181535,,,
1724751472.0585604,,-0.028667480186073332,,
1724751472.0837448,,-0.016897496578448853,,
1724751472.0871792,-0.009850993609147984,,,
1724751472.1127336,,,-0.01261327925446904,
1724751472.1191819,,-0.013236962094552407,,
1724751472.121513,-0.009825670166177858,,,
1724751472.1261888,,,,-0.013937767168564569
1724751472.1519134,,-0.016965449320042507,,
1724751472.155249,-0.009863503597820511,,,
1724751472.184363,,-0.013236962094552407,,
1724751472.1890833,-0.009885896496061974,,,
1724751472.2130322,,,-0.011780504499785389,
1724751472.2184954,,-0.013236962094552407,,
1724751472.223172,-0.0098528832274134,,,
1724751472.2265139,,,,-0.012853251555090104
1724751472.2522724,,-0.013236962094552407,,
1724751472.2572873,-0.009906084023700856,,,
1724751472.2834907,,-0.013236962094552407,,
1724751472.2913423,-0.010196126924265414,,,
1724751472.3127508,,,-0.009207141515738555,
1724751472.3165333,,-0.01497201704095453,,
1724751472.325458,-0.010387964217362544,,,
1724751472.3263454,,,,-0.012303447620240847
1724751472.3524477,,-0.010994015200032996,,
1724751472.359625,-0.010553439666304065,,,
1724751472.3815668,,-0.010994015200032996,,
1724751472.3933594,-0.010692832388620843,,,
1724751472.413266,,,-0.013490492347460326,
1724751472.4182832,,0.0003597186383995307,,
1724751472.426395,,,,-0.007535897788985088
1724751472.427081,-0.010814679550210649,,,
1724751472.451503,,0.0003597186383995307,,
1724751472.4613054,-0.010880082499222787,,,
1724751472.4828954,,0.0003597186383995307,,
1724751472.4956179,-0.010855643550448768,,,
1724751472.5129256,,,-0.010333235141050329,
1724751472.5184624,,0.0003597186383995307,,
1724751472.5264482,,,,-0.0053848144256182385
1724751472.5303504,-0.010806145813274881,,,
1724751472.553749,,0.0003597186383995307,,
1724751472.5651379,-0.010685743134525971,,,
1724751472.5844615,,0.0003597186383995307,,
1724751472.5998888,-0.010426216966137325,,,
1724751472.6148694,,,-0.019286707876769203,
1724751472.6207716,,-0.010994015200032996,,
1724751472.626408,,,,-0.013593600651973816
1724751472.6334934,-0.010118252832161723,,,
1724751472.651694,,-0.01497201704095453,,
1724751472.667643,-0.00957942679533641,,,
1724751472.6857247,,-0.016897496578448853,,
1724751472.7015302,-0.009032264300391724,,,
1724751472.715032,,,-0.01062262644354534,
1724751472.717333,,-0.028684616155218605,,
1724751472.7261937,,,,-0.01880355137410703
1724751472.7360682,-0.008539479217991364,,,
1724751472.7530022,,-0.017364106206382127,,
1724751472.7703395,-0.008141842711144598,,,
1724751472.795248,,-0.0385523595862315,,
1724751472.804367,-0.007855795007581712,,,
1724751472.8160543,,,-0.011728827638055207,
1724751472.8199217,,-0.0385523595862315,,
1724751472.8265107,,,,-0.02431450379316816
1724751472.838316,-0.007718536563028344,,,
1724751472.854815,,-0.023396365325572085,,
1724751472.872213,-0.00775537155312378,,,
1724751472.8868794,,-0.023396365325572085,,
1724751472.906724,-0.007843008245891347,,,
1724751472.9162178,,,-0.0059353430078487625,
1724751472.9219894,,-0.035044158999850576,,
1724751472.9262626,,,,-0.02130903730269361
1724751472.9404354,-0.007817513066084913,,,
1724751472.9674637,,-0.035044158999850576,,
1724751472.9747596,-0.007658793672813857,,,
1724751472.9869332,,-0.023396365325572085,,
1724751473.0089529,-0.007620967528663591,,,
1724751473.0167637,,,-0.004974985101831774,
1724751473.0211582,,-0.023396365325572085,,
1724751473.0263896,,,,-0.015453288820572487
1724751473.0433598,-0.007701635247616245,,,
1724751473.0549138,,-0.023396365325572085,,
1724751473.0776503,-0.007892601201663574,,,
1724751473.0889945,,-0.034923469034075116,,
1724751473.1121113,-0.008179863398282805,,,
1724751473.1168137,,,-0.007210997916175277,
1724751473.1267304,,,,-0.02025413019773297
1724751473.127196,,-0.0385523595862315,,
1724751473.1466432,-0.008684458381856608,,,
1724751473.1542645,,-0.017364106206381315,,
1724751473.1803133,-0.009132642285606174,,,
1724751473.1891978,,-0.017364106206382127,,
1724751473.214242,-0.00946755594898363,,,
1724751473.217625,,,-0.007950561845035942,
1724751473.2234251,,-0.028667480186073332,,
1724751473.226829,,,,-0.01873553475396667
1724751473.2487457,-0.009955193401076201,,,
1724751473.2556689,,-0.016897496578448853,,
1724751473.2823524,-0.01079274447542744,,,
1724751473.2900553,,-0.010994015200032996,,
1724751473.3166478,-0.011204714297279317,,,
1724751473.3181708,,,-0.009650584333099758,
1724751473.3236837,,-0.017317822613461216,,
1724751473.3260937,,,,-0.014391216027538326
1724751473.3509293,-0.011384487587098313,,,
1724751473.3556333,,-0.028737232666083124,,
1724751473.3845563,-0.011531507650995643,,,
1724751473.388093,,-0.028737232666083124,,
1724751473.4185307,-0.011987725221224821,,,
1724751473.418918,,,-0.0067069121497052835,
1724751473.4215422,,-0.028720066573122992,,
1724751473.4266508,,,,-0.01721570602278718
1724751473.452732,-0.012332031635993168,,,
1724751473.456805,,-0.013259232268200064,,
1724751473.4864929,-0.012708292094043117,,,
1724751473.4904764,,-0.011003746346437727,,
1724751473.51804,,,-0.011857384685249175,
1724751473.5206804,-0.013069826920957262,,,
1724751473.5243511,,0.00044853131948461824,,
1724751473.526546,,,,-0.0075526303736302685
1724751473.5560036,,-0.017270773493442162,,
1724751473.5581338,-0.013119226071222734,,,
1724751473.5900557,,-0.017270773493442162,,
1724751473.5923429,-0.012918394599400251,,,
1724751473.6190531,,,-0.013175045744285345,
1724751473.6230252,,-0.019203107333828864,,
1724751473.6245832,-0.012750005410921084,,,
1724751473.626801,,,,-0.014758386945162977
1724751473.6589959,,-0.011003746346437727,,
1724751473.6609385,-0.012537466136302022,,,
1724751473.6898868,,-0.011003746346437727,,
1724751473.6916955,-0.012315075189895275,,,
1724751473.7198613,,,-0.013637509998511274,
1724751473.7247565,,-0.01332134057485092,,
1724751473.7260344,,,,-0.013703497637776115
1724751473.726524,-0.012003787863949178,,,
1724751473.76069,-0.011804669846395832,,,
1724751473.773856,,-0.01699619901842592,,
1724751473.7976985,,-0.01699619901842592,,
1724751473.8018048,-0.011949105647950375,,,
1724751473.8201654,,,-0.015441095694855416,
1724751473.8241105,,-0.013259232268200064,,
1724751473.826556,,,,-0.014257113531018484
1724751473.8287916,-0.011746193101682678,,,
1724751473.8592439,,-0.028720066573122992,,
1724751473.8625638,-0.011249558247920177,,,
1724751473.8925345,,-0.017317822613461216,,
1724751473.8966494,-0.0108946749696468,,,
1724751473.9202092,,,-0.008879538219947464,
1724751473.925701,,0.0003597186383995307,,
1724751473.9267108,,,,-0.005829402719871387
1724751473.9308147,-0.010625235255773191,,,
1724751473.9618118,,-0.010994015200032996,,
1724751473.964947,-0.010545635887184268,,,
1724751473.994051,,-0.010994015200032996,,
1724751473.9992664,-0.010564107884929008,,,
1724751474.0205328,,,-0.007124074391160407,
1724751474.0266452,,,,-0.008447872830653605
1724751474.0272226,,-0.010994015200032996,,
1724751474.0334678,-0.010839505082488543,,,
1724751474.0600114,,-0.017317822613461344,,
1724751474.0672476,-0.011206347434226771,,,
1724751474.0903983,,-0.028737232666083124,,
1724751474.1013596,-0.011365318013043968,,,
1724751474.121031,,,3.741375498760078e-05,
1724751474.1250045,,-0.028737232666083124,,
1724751474.1260087,,,,-0.013371362341802662
1724751474.1353023,-0.011417923027829957,,,
1724751474.1560314,,-0.028737232666083124,,
1724751474.1695871,-0.011152264865957662,,,
1724751474.1926825,,-0.017317822613461216,,
1724751474.2034569,-0.010826512536656452,,,
1724751474.2208765,,,-0.01069315116989533,
1724751474.2243345,,0.0003597186383995307,,
1724751474.2266715,,,,-0.006459048396537897
1724751474.2375743,-0.010529539684743128,,,
1724751474.2582512,,-0.010994015200032996,,
1724751474.271517,-0.010367293296713598,,,
1724751474.2912815,,-0.010994015200032996,,
1724751474.3057632,-0.010361517588641789,,,
1724751474.321262,,,-0.010072913437195248,
1724751474.3243551,,-0.01497201704095453,,
1724751474.3264625,,,,-0.011494073649261674
1724751474.3393028,-0.012080249781521779,,,
1724751474.360091,,-0.013259232268200064,,
1724751474.3740735,-0.01772536281957393,,,
1724751474.395656,,0.011659182259747691,,
1724751474.4071505,-0.025941681129221905,,,
1724751474.420542,,,-0.023977555189127798,
1724751474.425573,,-0.014177555873064029,,
1724751474.4261322,,,,-0.017893890599437835
1724751474.441172,-0.03478695646566976,,,
1724751474.4600146,,-0.04799534060625896,,
1724751474.4751742,-0.042799021638251666,,,
1724751474.4919486,,-0.04224927821904214,,
1724751474.5097387,-0.05129196458340779,,,
1724751474.5213492,,,-0.04313653367018006,
1724751474.5263047,,,,-0.038925442315396214
1724751474.5265741,,-0.05847837125422767,,
1724751474.5442898,-0.06542747485608924,,,
1724751474.5680313,,-0.09259126734542909,,
1724751474.578181,-0.08033194459577508,,,
1724751474.5935009,,-0.08643418675307576,,
1724751474.6127613,-0.09603482979609179,,,
1724751474.6216948,,,-0.07349527393661714,
1724751474.624001,,-0.09567230559145394,,
1724751474.6263282,,,,-0.07786966977869675
1724751474.6463945,-0.11065417281792556,,,
1724751474.6586475,,-0.10965428900064299,,
1724751474.680596,-0.1266884567374813,,,
1724751474.6912403,,-0.1350705979774988,,
1724751474.7147207,-0.14539126854371798,,,
1724751474.722239,,,-0.11166791760992278,
1724751474.726535,,,,-0.11720936489008746
1724751474.728693,,-0.1493534261997171,,
1724751474.7493129,-0.16457912401992303,,,
1724751474.7626483,,-0.1703800277878433,,
1724751474.7835326,-0.18325480481053802,,,
1724751474.7958539,,-0.19761739985929064,,
1724751474.8178902,-0.2038340997906074,,,
1724751474.8225744,,,-0.17513976303102474,
1724751474.8265347,,,,-0.17702369644190563
1724751474.8276954,,-0.20586039576102333,,
1724751474.8525553,-0.2256219670946562,,,
1724751474.8602278,,-0.2395510304691519,,
1724751474.8865108,-0.24718062694511111,,,
1724751474.8944275,,-0.26254705881559376,,
1724751474.9206734,-0.2704682504185323,,,
1724751474.9240115,,,-0.23683764659248588,
1724751474.926243,,,,-0.2405310896192803
1724751474.9290173,,-0.27338121109887753,,
1724751474.9542384,-0.29469252886505526,,,
1724751474.9614894,,-0.32567922768767327,,
1724751474.9883797,-0.3185289888976488,,,
1724751474.994735,,-0.327304329337104,,
1724751475.0225089,-0.3404093379330462,,,
1724751475.0238917,,,-0.3025981459471626,
1724751475.026741,,,,-0.30624014530068056
1724751475.030938,,-0.35180017842888683,,
1724751475.0570107,-0.3604896954186936,,,
1724751475.062211,,-0.38800161594641586,,
1724751475.0911145,-0.37795961701827263,,,
1724751475.0955796,,-0.3943088828623169,,
1724751475.1248763,,,-0.3456284275718463,
1724751475.1253235,-0.3924873202867447,,,
1724751475.1261294,,,,-0.3636072364427542
1724751475.1307526,,-0.3969759780994012,,
1724751475.1596968,-0.408128295879564,,,
1724751475.1661396,,-0.41862510680071646,,
1724751475.193621,-0.4211943108977696,,,
1724751475.206077,,-0.42762279079134063,,
1724751475.226659,,,-0.4033938600934194,
1724751475.2307916,,-0.4738682110196838,,
1724751475.2331595,-0.4303294696272433,,,
1724751475.263273,,-0.44818925636156537,,
1724751475.2651632,-0.439470663839427,,,
1724751475.2978795,,-0.4568662435515442,,
1724751475.2995832,-0.43352183453936366,,,
1724751475.3257737,,,-0.4381887393145159,
1724751475.3262563,,,,-0.4238358157185542
1724751475.3290994,,-0.4513028823665859,,
1724751475.330981,-0.41885305651156646,,,
1724751475.3646274,-0.403992894398006,,,
1724751475.3741302,,-0.43800507632172625,,
1724751475.3962247,,-0.40720452183087485,,
1724751475.398236,-0.38971251751803937,,,
1724751475.426827,,,,-0.42742080714753683
1724751475.4271638,,,-0.38546338733717656,
1724751475.4323199,,-0.4204825603730091,,
1724751475.43434,-0.37702698776824395,,,
1724751475.4649065,,-0.4076641367269786,,
1724751475.4668384,-0.36594865949063493,,,
1724751475.500064,,-0.39042032620455247,,
1724751475.5018208,-0.3522628059302457,,,
1724751475.526382,,,,-0.3982555872156888
1724751475.526725,,,-0.3476368934682932,
1724751475.5306714,,-0.38294451405183466,,
1724751475.53504,-0.339119121140091,,,
1724751475.564338,,-0.35386498293259244,,
1724751475.569207,-0.3254757836053459,,,
1724751475.596273,,-0.3582785263810778,,
1724751475.6033523,-0.31165488443125167,,,
1724751475.6263266,,,,-0.363362896049119
1724751475.6266186,,,-0.3146458561922849,
1724751475.6318474,,-0.3275579386082223,,
1724751475.6375995,-0.29839770137753785,,,
1724751475.6637235,,-0.3214597048072997,,
1724751475.6714838,-0.2844665699997817,,,
1724751475.6992636,,-0.2908650231675471,,
1724751475.7055757,-0.27025316023197465,,,
1724751475.7262082,,,,-0.314720742343997
1724751475.7266328,,,-0.2781345630630461,
1724751475.733235,,-0.28416738982643047,,
1724751475.7397506,-0.25692908417800897,,,
1724751475.7644804,,-0.2790333136284023,,
1724751475.774332,-0.24396017439630047,,,
1724751475.7976687,,-0.24594792794093345,,
1724751475.8080354,-0.23116329702794136,,,
1724751475.8263521,,,,-0.2718299932509769
1724751475.828033,,,-0.2506150393774187,
1724751475.835365,,-0.23359155503130297,,
1724751475.8424256,-0.21863897805749755,,,
1724751475.867347,,-0.23203536114575857,,
1724751475.8771348,-0.20660536180959088,,,
1724751475.900742,,-0.19525054932519478,,
1724751475.9106913,-0.1942219870090076,,,
1724751475.9269454,,,,-0.2313613343449569
1724751475.9280202,,,-0.2029603159282873,
1724751475.9316735,,-0.20984448260600214,,
1724751475.9449875,-0.18099592405659504,,,
1724751475.9679492,,-0.18929826452790097,,
1724751475.9790804,-0.16812164969330734,,,
1724751475.998195,,-0.1850298273343557,,
1724751476.0134504,-0.15002939381013203,,,
1724751476.0262892,,,,-0.1999657058474565
1724751476.0285828,,,-0.16898108257573305,
1724751476.034354,,-0.15988399674135836,,
1724751476.0479498,-0.13191601775592243,,,
1724751476.0652847,,-0.15329751098075856,,
1724751476.0818799,-0.11492078712898479,,,
1724751476.1012297,,-0.13940316253226465,,
1724751476.1157618,-0.09673545909491121,,,
