timestamp,markers,range,filtered
1724794926.5730512,0.004270076751708984,,
1724794926.5777044,,0.05210471153259277,
1724794926.5882382,,,0.061817169189453125
1724794926.620549,0.004481315612792969,,
1724794926.6577272,0.004251241683959961,,
1724794926.6779654,,0.05131721496582031,
1724794926.6881654,,,0.06721949577331543
1724794926.7075129,0.005448102951049805,,
1724794926.7588656,0.005314350128173828,,
1724794926.7791007,,0.0516664981842041,
1724794926.7882354,,,0.08062982559204102
1724794926.803895,0.0049974918365478516,,
1724794926.8547688,0.0057103633880615234,,
1724794926.880799,,0.05199027061462402,
1724794926.8881907,,,0.08387899398803711
1724794926.9119384,0.005578279495239258,,
1724794926.965646,0.0058307647705078125,,
1724794926.9818757,,0.051851511001586914,
1724794926.9883695,,,0.07604336738586426
1724794927.024561,0.005888223648071289,,
1724794927.0730326,0.004708528518676758,,
1724794927.0852256,,0.05190730094909668,
1724794927.0882862,,,0.06339883804321289
1724794927.1237688,0.005820035934448242,,
1724794927.1760361,0.0052127838134765625,,
1724794927.1890743,,0.05221390724182129,
1724794927.227609,0.005605220794677734,,
1724794927.271152,0.004500627517700195,,
1724794927.2885287,,,0.16427159309387207
1724794927.2914615,,0.05192208290100098,
1724794927.319016,0.005219221115112305,,
1724794927.359385,0.0052874088287353516,,
1724794927.3885584,,,0.09649419784545898
1724794927.393794,,0.051999568939208984,
1724794927.40423,0.003950357437133789,,
1724794927.4452026,0.005321502685546875,,
1724794927.4847186,0.005005836486816406,,
1724794927.4880636,,,0.09393692016601562
1724794927.4945836,,0.052217960357666016,
1724794927.5350466,0.0050811767578125,,
1724794927.58422,0.003949642181396484,,
1724794927.5880785,,,0.09320855140686035
1724794927.5961154,,0.05214285850524902,
1724794927.6348138,0.005013465881347656,,
1724794927.681889,0.004507303237915039,,
1724794927.6884758,,,0.09185290336608887
1724794927.698383,,0.05164194107055664,
1724794927.7321439,0.004131317138671875,,
1724794927.784722,0.004660129547119141,,
1724794927.788529,,,0.08961606025695801
1724794927.8000274,,0.0516047477722168,
1724794927.8379364,0.004151821136474609,,
1724794927.887909,0.004315614700317383,,
1724794927.8886313,,,0.08818411827087402
1724794927.9010603,,0.051624298095703125,
1724794927.937422,0.00428462028503418,,
1724794927.984466,0.003692150115966797,,
1724794927.98832,,,0.09895753860473633
1724794928.0040576,,0.05187273025512695,
1724794928.0311458,0.004558086395263672,,
1724794928.0770204,0.0042531490325927734,,
1724794928.0883727,,,0.08389711380004883
1724794928.1034935,,0.05131936073303223,
1724794928.1186838,0.003946065902709961,,
1724794928.155352,0.002916574478149414,,
1724794928.1882997,,,0.08438348770141602
1724794928.1951623,0.003605365753173828,,
1724794928.205435,,0.05187082290649414,
1724794928.2374363,0.004027128219604492,,
1724794928.2838817,0.004212617874145508,,
1724794928.2881317,,,0.09259390830993652
1724794928.3055248,,0.05145001411437988,
1724794928.3293536,0.003989219665527344,,
1724794928.368338,0.0034050941467285156,,
1724794928.3881729,,,0.08234429359436035
1724794928.405339,,0.05111837387084961,
1724794928.4156542,0.0044324398040771484,,
1724794928.4603863,0.003935575485229492,,
1724794928.4882061,,,0.08250284194946289
1724794928.4993606,0.0033822059631347656,,
1724794928.5069325,,0.05136394500732422,
1724794928.555115,0.004668235778808594,,
1724794928.5884562,,,0.08871984481811523
1724794928.6071956,0.0045812129974365234,,
1724794928.608103,,0.05158591270446777,
1724794928.6581638,0.0042035579681396484,,
1724794928.6887298,,,0.08097958564758301
1724794928.712119,,0.051865577697753906,
1724794928.7206476,0.005475282669067383,,
1724794928.774597,0.0050563812255859375,,
1724794928.788469,,,0.07586526870727539
1724794928.8147984,,0.05194854736328125,
1724794928.8377457,0.006192207336425781,,
1724794928.8887513,,,0.07352662086486816
1724794928.9001231,0.006288290023803711,,
1724794928.9180062,,0.05218791961669922,
1724794928.9750907,0.0056095123291015625,,
1724794928.9885676,,,0.08806586265563965
1724794929.030782,,0.05279898643493652,
1724794929.0590901,0.00585627555847168,,
1724794929.088463,,,0.05736708641052246
1724794929.1158571,0.0055310726165771484,,
1724794929.134818,,0.05220365524291992,
1724794929.1681879,0.00521087646484375,,
1724794929.1884427,,,0.07225847244262695
1724794929.218445,0.004166364669799805,,
1724794929.2420828,,0.0514984130859375,
1724794929.2672098,0.0030841827392578125,,
1724794929.2885044,,,0.06946349143981934
1724794929.3138542,0.004608154296875,,
1724794929.3442788,,0.05160951614379883,
1724794929.362593,0.004219532012939453,,
1724794929.3883064,,,0.07405495643615723
1724794929.4115949,0.003404855728149414,,
1724794929.4459748,,0.05164074897766113,
1724794929.4578412,0.003965139389038086,,
1724794929.4881132,,,0.07616877555847168
1724794929.504682,0.003786802291870117,,
1724794929.5476375,,0.051401615142822266,
1724794929.5539227,0.004563570022583008,,
1724794929.5884688,,,0.08342099189758301
1724794929.5985677,0.0037393569946289062,,
1724794929.6450872,0.0045354366302490234,,
1724794929.6481197,,0.051434993743896484,
1724794929.682765,0.0042133331298828125,,
1724794929.6881106,,,0.08918499946594238
1724794929.7241497,0.004272937774658203,,
1724794929.7496078,,0.05148124694824219,
1724794929.771987,0.004764080047607422,,
1724794929.7885375,,,0.06386041641235352
1724794929.821862,0.0049915313720703125,,
1724794929.8540506,,0.0520474910736084,
1724794929.8756118,0.005526304244995117,,
1724794929.8884587,,,0.06618261337280273
1724794929.9399667,0.005327939987182617,,
1724794929.9564872,,0.051787614822387695,
1724794929.9882324,,,0.04791426658630371
1724794929.9990478,0.004923343658447266,,
1724794930.0451849,0.005441188812255859,,
1724794930.0595345,,0.051932573318481445,
1724794930.0884576,,,0.08901548385620117
1724794930.0907094,0.0048940181732177734,,
1724794930.1322172,0.004464864730834961,,
1724794930.1604924,,0.05161261558532715,
1724794930.1790025,0.0052263736724853516,,
1724794930.1883612,,,0.09727978706359863
1724794930.2234967,0.003625631332397461,,
1724794930.2610998,,0.05168652534484863,
1724794930.2699752,0.004502773284912109,,
1724794930.288319,,,0.06432747840881348
1724794930.3210642,0.004786252975463867,,
1724794930.3629599,,0.0515751838684082,
1724794930.3684733,0.004678487777709961,,
1724794930.3884623,,,0.0670158863067627
1724794930.4149125,0.005301713943481445,,
1724794930.4599195,0.005512714385986328,,
1724794930.463747,,0.05132937431335449,
1724794930.4882922,,,0.07307672500610352
1724794930.4992647,0.0046961307525634766,,
1724794930.5474246,0.005650043487548828,,
1724794930.565421,,0.0515596866607666,
1724794930.5881844,,,0.08859539031982422
1724794930.5967174,0.004075765609741211,,
1724794930.6405716,0.004668712615966797,,
1724794930.6673274,,0.05229926109313965,
1724794930.685648,0.004819631576538086,,
1724794930.688026,,,0.09093046188354492
1724794930.7301376,0.00491786003112793,,
1724794930.7679694,,0.052036285400390625,
1724794930.7706435,0.004121541976928711,,
1724794930.7883573,,,0.05767965316772461
1724794930.8152957,0.004845380783081055,,
1724794930.869532,,0.05263209342956543,
1724794930.8700767,0.005407571792602539,,
1724794930.8882098,,,0.07248282432556152
1724794930.9123409,0.006173133850097656,,
1724794930.9708598,,0.0518341064453125,
1724794930.9714847,0.006119966506958008,,
1724794930.9885495,,,0.07576608657836914
1724794931.0170724,0.00563502311706543,,
1724794931.0685117,0.004872560501098633,,
1724794931.0737658,,0.053109169006347656,
1724794931.0883646,,,0.07085704803466797
1724794931.1167984,0.004542827606201172,,
1724794931.1671376,0.004651784896850586,,
1724794931.1740358,,0.052599191665649414,
1724794931.1883657,,,0.07113957405090332
1724794931.2188735,0.004398822784423828,,
1724794931.2701945,0.004823446273803711,,
1724794931.2782133,,0.05547618865966797,
1724794931.28844,,,0.06982231140136719
1724794931.3250148,0.004774332046508789,,
1724794931.38012,0.004934072494506836,,
1724794931.3833368,,0.05546116828918457,
1724794931.388669,,,0.06305456161499023
1724794931.4326448,0.005654335021972656,,
1724794931.4882102,0.003931283950805664,,
1724794931.4887867,,0.05415487289428711,
1724794931.538628,0.00515437126159668,,
1724794931.5886772,,,0.15557456016540527
1724794931.5929615,,0.05373215675354004,
1724794931.5936105,0.004536628723144531,,
1724794931.6410687,0.004740715026855469,,
1724794931.6845288,0.004755496978759766,,
1724794931.6883986,,,0.09492683410644531
1724794931.6958063,,0.05369400978088379,
1724794931.7330697,0.0040967464447021484,,
1724794931.7897103,0.005265712738037109,,
1724794931.798764,,0.05406332015991211,
1724794931.8413467,0.004091739654541016,,
1724794931.8883896,,,0.19205808639526367
1724794931.8943627,0.004362583160400391,,
1724794931.8999102,,0.05270051956176758,
1724794931.9431658,0.00410008430480957,,
1724794931.9885716,,,0.09395456314086914
1724794931.9952235,0.004209995269775391,,
1724794932.0017595,,0.05310964584350586,
1724794932.0394855,0.004227161407470703,,
1724794932.0795264,0.0031197071075439453,,
1724794932.0883486,,,0.09284734725952148
1724794932.1020565,,0.05261635780334473,
1724794932.1255136,0.002896547317504883,,
1724794932.1694736,0.0030994415283203125,,
1724794932.2036977,,0.05230116844177246,
1724794932.2079043,0.0027315616607666016,,
1724794932.2519135,0.002915620803833008,,
1724794932.2925286,0.003341197967529297,,
1724794932.3073308,,0.0538477897644043,
1724794932.3618526,0.004380226135253906,,
1724794932.3884494,,,0.28582000732421875
1724794932.4039838,0.004258871078491211,,
1724794932.4069061,,0.05253481864929199,
1724794932.4487586,0.0035552978515625,,
1724794932.4883401,,,0.08385515213012695
1724794932.4972918,0.004534006118774414,,
1724794932.5092092,,0.05277132987976074,
1724794932.5451367,0.003751039505004883,,
1724794932.58878,,,0.09083914756774902
1724794932.5917745,0.0039675235748291016,,
1724794932.610644,,0.05199384689331055,
1724794932.6359348,0.0033462047576904297,,
1724794932.676111,0.0043408870697021484,,
1724794932.6881623,,,0.09601187705993652
1724794932.7117128,,0.05196213722229004,
1724794932.7208128,0.003988981246948242,,
1724794932.7662394,0.003885984420776367,,
1724794932.788517,,,0.07623744010925293
1724794932.811413,0.00475764274597168,,
1724794932.8159559,,0.05475926399230957,
1724794932.8612225,0.0054209232330322266,,
1724794932.8883095,,,0.07648849487304688
1724794932.9119747,0.004971027374267578,,
1724794932.9150567,,0.052800893783569336,
1724794932.959894,0.004797458648681641,,
1724794932.9885585,,,0.07610440254211426
1724794933.0066693,0.004634857177734375,,
1724794933.017233,,0.05273079872131348,
1724794933.0546143,0.004145383834838867,,
1724794933.0885382,,,0.08120512962341309
1724794933.1009781,0.004549741744995117,,
1724794933.1170244,,0.05218148231506348,
1724794933.1390421,0.00290679931640625,,
1724794933.188919,,,0.08720922470092773
1724794933.189523,0.004981279373168945,,
1724794933.218107,,0.05259895324707031,
1724794933.2281141,0.0042514801025390625,,
1724794933.2701175,0.004955768585205078,,
1724794933.2881818,,,0.09864020347595215
1724794933.3143094,0.004958629608154297,,
1724794933.3219388,,0.0547943115234375,
1724794933.3655477,0.003345489501953125,,
1724794933.3886127,,,0.07375311851501465
1724794933.423009,0.004671335220336914,,
1724794933.4237216,,0.0532689094543457,
1724794933.474009,0.003337860107421875,,
1724794933.4884796,,,0.06501340866088867
1724794933.520083,0.0038728713989257812,,
1724794933.5255787,,0.05362582206726074,
1724794933.5748103,0.0050182342529296875,,
1724794933.5886765,,,0.06803274154663086
1724794933.6179335,0.004578351974487305,,
1724794933.628392,,0.05417370796203613,
1724794933.6708004,0.00526738166809082,,
1724794933.6883643,,,0.07005810737609863
1724794933.7145197,0.004518270492553711,,
1724794933.7311747,,0.05248212814331055,
1724794933.7607205,0.003470897674560547,,
1724794933.7885253,,,0.0734703540802002
1724794933.8116195,0.004168987274169922,,
1724794933.83333,,0.05252957344055176,
1724794933.8620143,0.004610300064086914,,
1724794933.8883426,,,0.07634735107421875
1724794933.921389,0.0034093856811523438,,
1724794933.9347343,,0.052985191345214844,
1724794933.972817,0.003915071487426758,,
1724794933.9884217,,,0.05311393737792969
1724794934.020101,0.003988027572631836,,
1724794934.0355349,,0.05276370048522949,
1724794934.0693598,0.004371166229248047,,
1724794934.0882397,,,0.06775808334350586
1724794934.1117008,0.003599882125854492,,
1724794934.1362762,,0.05236029624938965,
1724794934.154846,0.0036590099334716797,,
1724794934.1884437,,,0.07625913619995117
1724794934.1932287,0.004049062728881836,,
1724794934.2384253,0.003487825393676758,,
1724794934.2389832,,0.05367684364318848,
1724794934.2779348,0.003305196762084961,,
1724794934.2881098,,,0.09456539154052734
1724794934.3149924,0.0037338733673095703,,
1724794934.337669,,0.052350759506225586,
1724794934.3517346,0.003598928451538086,,
1724794934.3888626,,,0.07321453094482422
1724794934.4005494,0.0036704540252685547,,
1724794934.439052,,0.05269575119018555,
1724794934.4487705,0.0042760372161865234,,
1724794934.4884875,,,0.08743667602539062
1724794934.4935477,0.004669189453125,,
1724794934.5349176,0.004112720489501953,,
1724794934.5417752,,0.053678274154663086,
1724794934.5780964,0.004141569137573242,,
1724794934.588374,,,0.09435629844665527
1724794934.6307092,0.0035970211029052734,,
1724794934.643705,,0.05352044105529785,
1724794934.687978,0.0052182674407958984,,
1724794934.7301614,0.0049097537994384766,,
1724794934.7454717,,0.05359029769897461,
1724794934.7701252,0.004230499267578125,,
1724794934.7883017,,,0.14418244361877441
1724794934.8177454,0.004025936126708984,,
1724794934.8545265,,0.05499887466430664,
1724794934.8681278,0.004141092300415039,,
1724794934.8884676,,,0.07038331031799316
1724794934.9233043,0.003834247589111328,,
1724794934.966817,,0.054823875427246094,
1724794934.9745317,0.005293846130371094,,
1724794934.988419,,,0.02118825912475586
1724794935.0202987,0.005246639251708984,,
1724794935.0716228,0.005822896957397461,,
1724794935.0741153,,0.05485033988952637,
1724794935.088221,,,0.06752777099609375
1724794935.118369,0.005085468292236328,,
1724794935.165118,0.005378007888793945,,
1724794935.1787598,,0.053850412368774414,
1724794935.1882155,,,0.06952404975891113
1724794935.216785,0.00463414192199707,,
1724794935.271238,0.00506591796875,,
1724794935.2830334,,0.05366349220275879,
1724794935.288185,,,0.07106399536132812
1724794935.3130872,0.0045642852783203125,,
1724794935.362287,0.0032236576080322266,,
1724794935.387436,,0.054061174392700195,
1724794935.388327,,,0.07507729530334473
1724794935.4184864,0.004518747329711914,,
1724794935.4650228,0.004418849945068359,,
1724794935.4931967,,0.05298495292663574,
1724794935.51765,0.004366159439086914,,
1724794935.5570612,0.004399776458740234,,
1724794935.5881755,,,0.16936874389648438
1724794935.5979583,,0.0535280704498291,
1724794935.6016023,0.004502773284912109,,
1724794935.6471796,0.004193782806396484,,
1724794935.6887662,,,0.0903019905090332
1724794935.6901586,0.005008220672607422,,
1724794935.7013645,,0.05325508117675781,
1724794935.73724,0.005529165267944336,,
1724794935.7887633,,,0.09788131713867188
1724794935.7969081,0.005240678787231445,,
1724794935.815238,,0.054584503173828125,
1724794935.8438215,0.005158424377441406,,
1724794935.888322,,,0.09104204177856445
1724794935.8938115,0.0046231746673583984,,
1724794935.9191425,,0.05323958396911621,
1724794935.9445438,0.0038352012634277344,,
1724794935.9885814,,,0.09401917457580566
1724794935.9916065,0.004996538162231445,,
1724794936.0229104,,0.052193641662597656,
1724794936.0361207,0.0048487186431884766,,
1724794936.07907,0.0037512779235839844,,
1724794936.0882385,,,0.09634923934936523
1724794936.1251998,0.0031113624572753906,,
1724794936.1297798,,0.054741621017456055,
1724794936.1747658,0.0032999515533447266,,
1724794936.2195525,0.004827260971069336,,
1724794936.2321377,,0.05225062370300293,
1724794936.2607164,0.004065990447998047,,
1724794936.2881846,,,0.1580650806427002
1724794936.3081913,0.004411458969116211,,
1724794936.3352394,,0.053902387619018555,
1724794936.365807,0.0042803287506103516,,
1724794936.3884087,,,0.07965564727783203
1724794936.4120822,0.0042569637298583984,,
1724794936.4351258,,0.05299210548400879,
1724794936.45786,0.0037267208099365234,,
1724794936.4884274,,,0.07585740089416504
1724794936.5017416,0.005091428756713867,,
1724794936.541361,,0.05388617515563965,
1724794936.550687,0.004898786544799805,,
1724794936.588587,,,0.08625125885009766
1724794936.5966046,0.005100727081298828,,
1724794936.6444438,,0.052520751953125,
1724794936.646441,0.004195451736450195,,
1724794936.6884403,,,0.09130144119262695
1724794936.6973372,0.005233049392700195,,
1724794936.7468686,,0.05265498161315918,
1724794936.7544827,0.0053539276123046875,,
1724794936.7884982,,,0.09045839309692383
1724794936.8073554,0.0062749385833740234,,
1724794936.856027,,0.053850412368774414,
1724794936.8724105,0.006356954574584961,,
1724794936.8883867,,,0.08084464073181152
1724794936.9244478,0.006143331527709961,,
1724794936.963835,,0.05396127700805664,
1724794936.9802256,0.005156993865966797,,
1724794936.988441,,,0.06366562843322754
1724794937.032624,0.005784273147583008,,
1724794937.0703883,,0.05399489402770996,
1724794937.0889742,,,0.05555105209350586
1724794937.0988424,0.008126974105834961,,
1724794937.1876192,0.007311344146728516,,
1724794937.1943486,,0.05446195602416992,
1724794937.2524679,0.007715463638305664,,
1724794937.2894235,,,0.18983197212219238
1724794937.3080156,0.008200645446777344,,
1724794937.321714,,0.05384516716003418,
1724794937.3721285,0.007275819778442383,,
1724794937.3889797,,,0.08029890060424805
1724794937.4350803,0.0066416263580322266,,
1724794937.4525492,,0.05287575721740723,
1724794937.4886837,,,0.05299878120422363
1724794937.4914367,0.0070841312408447266,,
1724794937.5521836,0.007403135299682617,,
1724794937.5726361,,0.05286002159118652,
1724794937.5884745,,,0.09663224220275879
1724794937.6014755,0.0068018436431884766,,
1724794937.6580477,0.0060160160064697266,,
1724794937.69155,,0.05237698554992676,
1724794937.7148473,0.005777835845947266,,
1724794937.7632864,0.00496983528137207,,
1724794937.7883668,,,0.18640875816345215
1724794937.8020184,,0.05244851112365723,
1724794937.8164105,0.005225419998168945,,
1724794937.8693533,0.005816936492919922,,
1724794937.8884456,,,0.0860438346862793
1724794937.911572,,0.052496910095214844,
1724794937.9241793,0.005165576934814453,,
1724794937.9862978,0.007731914520263672,,
1724794937.988361,,,0.07627248764038086
1724794938.0219646,,0.052124738693237305,
1724794938.0525427,0.00824880599975586,,
1724794938.0886493,,,0.06606459617614746
1724794938.122753,0.01073455810546875,,
1724794938.145603,,0.05218052864074707,
1724794938.1911597,,,0.06614470481872559
1724794938.1928034,0.008600711822509766,,
1724794938.2581003,0.008378267288208008,,
1724794938.2722788,,0.05375552177429199,
1724794938.2886765,,,0.0940392017364502
1724794938.3218195,0.007509946823120117,,
1724794938.3787127,0.006045818328857422,,
1724794938.3980443,,0.052742958068847656,
1724794938.4336329,0.0060634613037109375,,
1724794938.48855,,,0.16615557670593262
1724794938.4949186,0.0052378177642822266,,
1724794938.508972,,0.052510738372802734,
1724794938.5571954,0.006218910217285156,,
1724794938.5883589,,,0.09303069114685059
1724794938.6094513,0.005540609359741211,,
1724794938.6204164,,0.052326202392578125,
1724794938.6558053,0.005667209625244141,,
1724794938.688344,,,0.07842803001403809
1724794938.711968,0.005403995513916016,,
1724794938.7278352,,0.05207014083862305,
1724794938.7613213,0.005377769470214844,,
1724794938.7883646,,,0.07596755027770996
1724794938.8137374,0.005494832992553711,,
1724794938.8334794,,0.05186867713928223,
1724794938.8623536,0.0054471492767333984,,
1724794938.8884594,,,0.07415223121643066
1724794938.9192634,0.006204843521118164,,
1724794938.9379175,,0.05202746391296387,
1724794938.9835522,0.004713296890258789,,
1724794938.9884856,,,0.06877517700195312
1724794939.0373828,0.004433155059814453,,
1724794939.0465474,,0.051935434341430664,
1724794939.088289,0.00484466552734375,,
1724794939.088499,,,0.05052638053894043
1724794939.1401317,0.005446195602416992,,
1724794939.1489487,,0.051880598068237305,
1724794939.1883745,,,0.09951949119567871
1724794939.1889956,0.004350900650024414,,
1724794939.2347023,0.0038194656372070312,,
1724794939.2527158,,0.051390886306762695,
1724794939.2801216,0.0033261775970458984,,
1724794939.2880924,,,0.09883427619934082
1724794939.3281825,0.004786968231201172,,
1724794939.3546042,,0.051413536071777344,
1724794939.3878553,0.00423431396484375,,
1724794939.3884597,,,0.059667348861694336
1724794939.4297736,0.0036547183990478516,,
1724794939.4570284,,0.05162787437438965,
1724794939.472433,0.004471302032470703,,
1724794939.4882429,,,0.09944891929626465
1724794939.5221279,0.0034732818603515625,,
1724794939.5594025,,0.05138349533081055,
1724794939.5812411,0.0034961700439453125,,
1724794939.6178927,0.004738569259643555,,
1724794939.662271,,0.05184531211853027,
1724794939.6677668,0.00419163703918457,,
1724794939.688612,,,0.12873125076293945
1724794939.7261927,0.005223512649536133,,
1724794939.7650728,,0.05197954177856445,
1724794939.775748,0.004825592041015625,,
1724794939.7884812,,,0.06202268600463867
1724794939.8262856,0.004538297653198242,,
1724794939.8733234,,0.0521848201751709,
1724794939.8797894,0.0045740604400634766,,
1724794939.88848,,,0.014898061752319336
1724794939.935768,0.004437685012817383,,
1724794939.9782236,,0.05212092399597168,
1724794939.9892137,0.004900693893432617,,
1724794940.0407536,0.0047571659088134766,,
1724794940.0864284,,0.052398681640625,
1724794940.0883749,,,0.10958123207092285
1724794940.099407,0.004480600357055664,,
1724794940.1650338,0.006049394607543945,,
1724794940.200177,,0.051702260971069336,
1724794940.2321298,0.0054285526275634766,,
